timestamp_utc,temperature_c,pressure_hpa,humidity_percent
2025-12-21T20:17:27+00:00,4.86,1005.26,91.15
2025-12-21T20:17:42+00:00,4.86,1005.23,91.13
2025-12-21T20:17:57+00:00,4.87,1005.18,91.16
2025-12-21T20:18:12+00:00,4.85,1005.20,91.17
2025-12-21T20:18:27+00:00,4.85,1005.20,91.17
2025-12-21T20:18:42+00:00,4.85,1005.22,91.15
2025-12-21T20:18:57+00:00,4.85,1005.24,91.16
2025-12-21T20:19:12+00:00,4.85,1005.19,91.14
2025-12-21T20:19:27+00:00,4.84,1005.21,91.16
2025-12-21T20:19:42+00:00,4.84,1005.17,91.14
2025-12-21T20:19:57+00:00,4.84,1005.20,91.15
2025-12-21T20:20:12+00:00,4.79,1005.10,91.14
2025-12-21T20:20:27+00:00,4.83,1005.22,91.17
2025-12-21T20:20:42+00:00,4.83,1005.10,91.16
2025-12-21T20:20:57+00:00,4.83,1005.11,91.15
2025-12-21T20:21:12+00:00,4.84,1005.20,91.16
2025-12-21T20:21:27+00:00,4.83,1005.11,91.16
2025-12-21T20:21:42+00:00,4.84,1005.20,91.13
2025-12-21T20:21:57+00:00,4.85,1005.14,91.18
2025-12-21T20:22:12+00:00,4.84,1005.21,91.19
2025-12-21T20:22:27+00:00,4.84,1005.13,91.20
2025-12-21T20:22:42+00:00,4.85,1005.17,91.19
2025-12-21T20:22:57+00:00,4.85,1005.14,91.23
2025-12-21T20:23:12+00:00,4.86,1005.10,91.24
2025-12-21T20:23:27+00:00,4.86,1005.13,91.21
2025-12-21T20:23:42+00:00,4.85,1005.17,91.18
2025-12-21T20:23:57+00:00,4.85,1005.12,91.23
2025-12-21T20:24:12+00:00,4.86,1005.13,91.23
2025-12-21T20:24:27+00:00,4.86,1005.08,91.23
2025-12-21T20:24:42+00:00,4.87,1005.12,91.23
2025-12-21T20:24:57+00:00,4.87,1005.12,91.27
2025-12-21T20:25:12+00:00,4.87,1005.12,91.24
2025-12-21T20:25:27+00:00,4.87,1005.12,91.26
2025-12-21T20:25:42+00:00,4.87,1005.14,91.27
2025-12-21T20:25:57+00:00,4.87,1005.10,91.26
2025-12-21T20:26:12+00:00,4.87,1005.12,91.28
2025-12-21T20:26:27+00:00,4.87,1005.14,91.30
2025-12-21T20:26:42+00:00,4.87,1005.18,91.31
2025-12-21T20:26:57+00:00,4.87,1005.18,91.32
2025-12-21T20:27:12+00:00,4.87,1005.06,91.33
2025-12-21T20:27:27+00:00,4.87,1005.15,91.33
2025-12-21T20:27:42+00:00,4.87,1005.15,91.34
2025-12-21T20:27:57+00:00,4.87,1005.18,91.37
2025-12-21T20:28:12+00:00,4.87,1005.15,91.38
2025-12-21T20:28:27+00:00,4.87,1005.15,91.38
2025-12-21T20:28:42+00:00,4.87,1005.07,91.40
2025-12-21T20:28:57+00:00,4.87,1005.22,91.37
2025-12-21T20:29:12+00:00,4.87,1005.17,91.32
2025-12-21T20:29:27+00:00,4.87,1005.15,91.36
2025-12-21T20:29:42+00:00,4.87,1005.18,91.38
2025-12-21T20:29:57+00:00,4.88,1005.17,91.39
2025-12-21T20:30:12+00:00,4.87,1005.15,91.43
2025-12-21T20:30:27+00:00,4.89,1005.20,91.41
