Day,Samples,Bias_mm,MAE_mm,RMSE_mm,Correlation,R2
21-12-2025,13,1.0931426704001542e-15,0.373246019998637,0.4976274967282372,0.6402865395268239,0.3407131615980279
22-12-2025,13,-1.6397140056002313e-15,0.48400787032312237,0.6742544864108138,0.6685683780960678,0.26778165999279846
23-12-2025,6,0.0,0.4642037051021788,0.5336764445899935,0.7802246528011714,0.5618029315883888
24-12-2025,12,0.0,1.4443908766135056,1.7738007532968445,0.41907751765036017,0.17562100465342068
