Day,Samples,Bias_mm,MAE_mm,RMSE_mm,Correlation,R2
21-12-2025,13,-6.6247747460641815,6.6247747460641815,6.643438383968782,0.6402865395268246,-116.50368578385232
22-12-2025,13,-6.972999640129232,6.972999640129232,7.005522328398327,0.6685683780960678,-78.04491850056684
23-12-2025,6,-8.225601059218334,8.225601059218334,8.24289532463709,0.7802246528011714,-103.53770675644775
24-12-2025,12,-6.302568601361199,6.302568601361199,6.5474224002473305,0.4190775176503601,-10.23202257029292
